
2024/05/07 (11:15:56) | ===> btop++ v.1.3.2
2024/05/07 (11:54:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:54:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:55:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:56:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:57:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:58:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
